train_r2,train_rmse,train_nrmse,train_mae,train_mare,test_r2,test_rmse,test_nrmse,test_mae,test_mare,Epoch,batch_size,learning_rate,hidden_dim,layer_num,hidden_dim_fc1,hidden_dim_fc2,lam_ec,method,exper,lake_id,seed
0.98131686,0.8075279,0.029783681,0.60525554,0.13708575,0.9658046,1.1265525,0.044969533,0.8280614,0.48346043,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,136,100
0.9789811,0.7753189,0.036486544,0.5892981,0.16427574,0.9528935,1.1829488,0.05528904,0.8591986,0.22579925,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,trans_PIDL,exper3,137,100
0.93578994,0.67403555,0.053836785,0.5190891,0.02203836,0.90209913,0.8795344,0.067994736,0.63114464,0.026126118,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,139,100
0.97912705,0.8857345,0.03915641,0.65162873,0.15553148,0.9685652,1.0928333,0.050414976,0.8164842,0.3120257,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,147,100
0.9875164,0.779158,0.030443659,0.5897692,0.10708068,0.9807445,1.0008264,0.037933726,0.76102626,0.3114755,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,151,100
0.91690403,1.1472455,0.071619146,0.85433024,0.4001012,0.8292718,1.70424,0.10553464,1.2603174,0.37912434,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,152,100
0.9194725,0.7470263,0.056159794,0.55913246,0.027081802,0.8765859,0.8835545,0.070878856,0.6576381,0.03213085,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,trans_PIDL,exper3,153,100
0.9753849,0.8221669,0.036927722,0.63907075,0.14129426,0.94795614,1.1535717,0.05383187,0.8739374,0.14644368,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,155,100
0.9856417,0.7766371,0.03369845,0.5777277,0.13521254,0.97538596,1.0156457,0.042299908,0.72226864,0.26868665,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,157,100
0.98516554,0.7974234,0.03422327,0.61293226,0.14115374,0.9751002,1.0470927,0.045271594,0.77782863,0.38953224,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,158,100
0.976262,0.914586,0.041097656,0.7047903,0.1452142,0.9592983,1.1956291,0.054161154,0.8640328,0.21970701,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,159,100
0.9865992,0.76472056,0.030414537,0.5882879,0.14751911,0.9775569,1.0183383,0.040026333,0.78481525,0.30302286,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,160,100
0.9646432,0.96926033,0.04260279,0.7494903,0.036952525,0.92056644,1.4407445,0.07147369,1.0436801,0.04892148,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,161,100
0.8855715,1.246195,0.06388682,0.917473,0.50018585,0.8363776,1.5861595,0.088575795,1.1251719,0.60000813,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.1,trans_PIDL,exper3,162,100
0.98571205,0.921055,0.036090128,0.660652,0.23961186,0.9799333,1.1161596,0.042888436,0.7961655,0.3456026,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,165,100
0.9457766,1.132731,0.059422452,0.82581687,0.20244582,0.9017804,1.5017171,0.07151034,1.0960935,0.48362184,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,168,100
0.9773038,0.87206143,0.03930549,0.6459816,0.12888019,0.96431994,1.1020406,0.05175941,0.81383014,0.4874495,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.01,trans_PIDL,exper3,172,100
0.9876717,0.8275932,0.030542023,0.63694024,0.03374307,0.9666169,1.4129189,0.05054461,1.1196017,0.06477791,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,173,100
0.97736585,0.93451816,0.03846181,0.7112875,0.13130137,0.95886874,1.2647803,0.052800886,0.93475914,0.23976889,200.0,128.0,0.005,48.0,2.0,32.0,12.0,0.001,trans_PIDL,exper3,174,100
